Year,Month,flow,r1_temp,r2_temp,r3_temp,r4_temp,r5_temp,r6_temp,r7_temp,r8_temp,r9_temp,r1_prec,r2_prec,r3_prec,r4_prec,r5_prec,r6_prec,r7_prec,r8_prec,r9_prec
1958,1,0.629796773960045,-10.307142829788583,-9.949999920757753,-9.189285738127571,-9.26428578847221,-9.392857159887042,-9.242857200758797,-8.910714438983373,-8.88571429678372,-8.367857162441526,1.978571429848671,1.839285712156977,2.2714285885116885,2.0749999891434396,1.9357142916747503,1.8142856936901808,2.157142856291362,1.978571402441178,1.603571426389473
1958,2,0.5875943029100089,-13.724999917404991,-13.196428720440183,-12.507142786468778,-12.474999986322862,-12.628571312342372,-12.096428430506162,-12.042857199109026,-11.921428482447352,-12.039285702364785,1.164285693849836,1.0571428388357162,0.8964285738766193,1.0964285851057087,1.2607142967837197,1.2285714354366064,1.2035714273474045,1.2678571356726545,1.4785714415567262
1958,3,0.5684842031346686,-12.016128951503385,-11.200000011151836,-8.829032206967954,-10.364516186618037,-10.529032224609006,-8.84193549569576,-9.787096741939745,-8.39032248143227,-8.125806452766541,0.09677419378872841,0.0,0.0741935470892537,0.12258064386344725,0.19677419864362286,0.03870967823651529,0.19032257699197339,0.17419354617595673,0.2096774260843954
1958,4,4.465058763614616,-3.773333289225896,-2.92000000923872,0.04333332379659017,-1.9766666774948438,-2.2699999938408535,-0.940000023941199,-1.4966666571795941,-0.18999999463558198,0.46000001231829324,1.2966666614015898,1.3533333445588747,1.1100000001490116,1.4933333225548266,1.9633333245913187,2.1500000089406965,1.7033333202203116,2.203333316743374,2.373333343863487
1958,5,16.584015672154806,1.3870967588117045,2.393548372532091,5.603225807989797,3.448387094803395,3.1161290063492713,4.458064525358139,3.964516157104123,5.332258093741633,6.18709675727352,2.0645160905776487,2.1387096566538655,1.9806451239893514,2.180645146677571,2.2903225537269347,2.7193548979778446,2.403225815824924,2.803225799193305,2.909677399742988
1958,6,8.435912346521485,7.996666669845581,8.973333287239075,11.920000044504802,9.909999974568684,9.65,10.846666606267293,10.376666736602782,11.643333387374877,12.593333307902018,2.129999978343646,2.163333304723104,2.253333317985138,2.523333347340425,2.6499999694526197,2.543333273380995,2.5133332908153534,2.8433333419263365,2.6200000370542207
1958,7,7.757552115871962,10.2967743104504,11.312903311944776,14.251612878614857,12.31935481102236,12.01935475872409,13.170967748088222,12.77741918256206,13.993548516304262,14.867741923178396,3.4032258141425347,3.754838691603753,4.180645156291224,4.238709719190674,4.583870922365496,4.570967724246364,5.1096773878220585,5.858064447679827,4.841935479352551
1958,8,9.033236876306535,8.02903224575904,8.93548394787696,11.848387133690618,9.819354887931578,9.4903226360198,10.806451612903226,10.193548417860463,11.487096724971648,12.367741892414708,2.8677419174102043,2.932258056056115,2.377419349166655,2.6935483957490614,3.083870956253621,3.3806451686447665,2.64838707447052,3.2806451560989505,3.664516086059232
1958,9,14.946557150607028,6.809999990463257,7.400000047683716,9.486666631698608,8.086666679382324,7.853333385785421,8.883333293596904,8.366666682561238,9.409999990463257,9.916666682561239,4.04999994635582,4.27333337465922,4.063333343714476,4.699999932448069,4.446666661898295,3.453333277752002,4.196666656434536,3.9499999495844045,2.856666690359513
1958,10,19.42409146126447,2.3129032148468878,2.993548406708625,4.8387096334368955,3.722580677078616,3.490322587951537,4.303225829235969,4.003225830293471,4.832258006738078,5.077419360799174,3.703225850337936,4.0516129251449335,3.9322581022016463,4.532258060670668,4.561290290326841,4.703225911865311,4.735483842511331,5.141935465797301,4.609677346002671
1958,11,5.368110695608871,-1.7366666818658512,-1.3233333388964335,-0.466666666418314,-0.8199999891221523,-0.9433333406845729,-0.3333333338300387,-0.5766666546463967,0.003333322952191035,-0.45333332841595014,1.7233333349227906,1.7133333285649617,1.6566666667660077,1.90666667620341,2.0900000015894573,2.103333325435718,2.146666646003723,2.213333292802175,2.1466666527092455
1958,12,0.8964925685796186,-9.687096789479256,-9.319354822558742,-8.12580641046647,-8.819354807176898,-8.870967761162788,-7.867741900105631,-8.454838756592043,-7.641935467720032,-7.5967742050847695,1.4548386842493088,1.4870968057263283,1.4612902950855993,1.6677419278890855,1.8838709717796696,1.9354838983666511,1.8645161392707978,2.261290309890624,2.267741943559339
1959,1,0.4563310487742616,-10.919354925232549,-10.60645164405146,-11.587096816109073,-10.332258105999038,-10.232258108354383,-9.99032261246635,-10.05483865545642,-10.683870920250493,-10.932258144501716,1.819354837700244,1.9870967864990234,1.7161290140882615,1.9516129087536567,2.2677418964524425,2.4290322296081053,2.300000028264138,2.496774181242912,2.4225806202138624
1959,2,1.3338098241754917,-6.778571429263268,-6.621428584147777,-7.550000075783048,-6.317857151052782,-6.282142888488514,-6.496428629383445,-6.100000001490116,-6.535714339997087,-7.4714285262993405,0.22499999244298255,0.22142857233328478,0.0964285752602986,0.2499999962747097,0.021428571481789862,0.0,0.15714285842009953,0.0,0.017857143123235022
1959,3,4.132399704987889,-4.045161293879632,-3.432258062785672,-1.3903225737233316,-2.7225806292506958,-2.912903211770519,-2.0193548474100327,-2.374193546752776,-1.532258085425823,-1.2516128841427065,1.6838709750483114,1.677419331765944,1.541935486658927,1.877419367192253,1.9451612772480134,1.8741935107015795,1.7612902988349237,1.925806445460166,1.832258024523335
1959,4,11.812255431434128,-1.2066667169332503,-0.4533333460489909,2.6399999894201756,0.5566666563351949,0.15666667620340988,1.1633333394924799,1.0099999939401945,2.1066666622956594,2.650000007947286,2.0766666762530805,2.2699999709924064,2.336666691303253,2.3666666897634667,2.5300000061591468,3.1199999868869783,2.616666676600774,3.0866666485865917,2.863333328564962
1959,5,18.41337020423993,4.893548373253115,5.812903282623137,8.987096817262712,6.854838732509844,6.512903260607874,7.754838666608257,7.335483874044111,8.619354801793252,9.432258098356185,0.6322580710534127,0.845161295706226,0.2967741982110085,0.4935483884426855,0.65806451535994,0.7935483748874357,0.5290322498448433,0.7677419495678717,0.9806451494655302
1959,6,2.0778696759995325,8.446666638056437,9.47999997138977,12.480000003178914,10.453333425521851,10.129999987284343,11.506666707992554,10.90333333015442,12.326666641235352,12.996666526794433,1.4000000004967055,1.350000003973643,1.196666636566321,1.5300000083943208,1.4166666723787784,1.193333354095618,1.450000003973643,1.1933333496252696,1.0666666818161805
1959,7,1.5857316872685172,11.680645250505016,12.60322581568072,15.532258002988753,13.551612854003906,13.235483815593104,14.487096878790087,13.990322543728736,15.290322519117787,16.20322584336804,1.8161290280761258,1.6645160951922018,1.719354861205624,1.7419354670470764,1.7129031970135626,1.1516128982747755,2.2225806263665997,1.9967742158520607,1.6354838898105006
